item_name,location,parent_category,category,vendor,quantity_sold,net_sales,gross_sales,total_cogs,margin_dollars,margin_pct,percentile,tier
Series-A-0124,A,Accessories,Accessories,Vendor-001,3,160.53,164.97,84.0,76.53,0.4767333208746029,0.2956521739130435,Slow Mover
Series-A-0125,A,Accessories,Accessories,Vendor-001,7,310.69,359.98,196.0,114.69,0.36914609417747596,0.5173913043478261,Medium Mover
Series-A-0125,B,Accessories,Accessories,Vendor-001,5,234.3,250.0,250.0,-15.699999999999989,-0.06700810926163034,0.4260869565217391,Medium Mover
Series-A-0126,A,Accessories,Accessories,Vendor-001,1,53.62,60.0,59.99,-6.3700000000000045,-0.11879895561357712,0.008695652173913044,Dead Stock
Series-A-0126,B,Accessories,Accessories,Vendor-001,3,169.31,180.0,179.97,-10.659999999999997,-0.06296143169334355,0.2956521739130435,Slow Mover
Series-A-0127,A,Accessories,Accessories,Vendor-001,13,184.53,195.0,195.0,-10.469999999999999,-0.05673874166802145,0.6478260869565218,Medium Mover
Series-A-0127,B,Accessories,Accessories,Vendor-001,155,2191.36,2325.0,2325.0,-133.63999999999987,-0.06098495911214947,0.9652173913043478,Fast Mover
Series-A-0128,A,Accessories,Accessories,Vendor-001,2,47.0,50.0,50.0,-3.0,-0.06382978723404255,0.1826086956521739,Slow Mover
Series-A-0128,B,Accessories,Accessories,Vendor-001,1,24.64,25.0,25.0,-0.35999999999999943,-0.014610389610389588,0.008695652173913044,Dead Stock
Series-A-0129,B,Accessories,Accessories,Vendor-001,1,34.99,35.0,35.0,-0.00999999999999801,-0.00028579594169757103,0.008695652173913044,Dead Stock
Series-A-0130,B,Accessories,Accessories,Vendor-001,12,284.83,300.0,162.0,122.82999999999998,0.4312396868307411,0.6173913043478261,Medium Mover
Series-A-0131,B,Accessories,Accessories,Vendor-001,3,69.73,75.0,75.0,-5.269999999999996,-0.07557722644485868,0.2956521739130435,Slow Mover
Series-A-0131,A,Accessories,Accessories,Vendor-001,1,24.9,25.0,25.0,-0.10000000000000142,-0.004016064257028169,0.008695652173913044,Dead Stock
Series-A-0132,B,Accessories,Accessories,Vendor-001,2,59.82,60.0,60.0,-0.17999999999999972,-0.003009027081243726,0.1826086956521739,Slow Mover
Series-A-0133,B,Accessories,Accessories,Vendor-001,3,361.08,375.0,375.0,-13.920000000000016,-0.038551013625789346,0.2956521739130435,Slow Mover
Series-A-0134,B,Accessories,Accessories,Vendor-001,11,1438.9,1590.0,1170.0,268.9000000000001,0.18687886580026414,0.6,Medium Mover
Series-A-0135,B,Accessories,Accessories,Vendor-001,10,2073.43,2200.0,1500.0,573.4299999999998,0.27656106065794356,0.5782608695652174,Medium Mover
Series-A-0136,B,Accessories,Accessories,Vendor-001,2,139.27,200.0,100.0,39.27000000000001,0.2819702735693258,0.1826086956521739,Slow Mover
Series-A-0137,B,Accessories,Accessories,Vendor-001,1,59.85,60.0,40.0,19.85,0.33166248955722644,0.008695652173913044,Dead Stock
Series-A-0138,B,Accessories,Accessories,Vendor-001,28,1503.35,1680.0,1460.0,43.34999999999991,0.02883560049223395,0.7782608695652173,Fast Mover
Series-A-0139,B,Accessories,Accessories,Vendor-001,14,2897.16,3150.0,1666.0,1231.1599999999999,0.4249540929738088,0.6608695652173913,Medium Mover
Series-A-0140,B,Accessories,Accessories,Vendor-001,4,1474.36,1600.0,1700.0,-225.6400000000001,-0.15304267614422537,0.3739130434782609,Medium Mover
Series-A-0141,A,Accessories,Accessories,Vendor-001,2,423.21,450.0,316.0,107.20999999999998,0.25332577207532897,0.1826086956521739,Slow Mover
Series-A-0142,B,Accessories,Accessories,Vendor-001,9,508.46,540.0,540.0,-31.54000000000002,-0.06203044487275306,0.5565217391304348,Medium Mover
Series-A-0143,B,Accessories,Accessories,Vendor-001,3,170.85,180.0,210.0,-39.150000000000006,-0.22914837576821778,0.2956521739130435,Slow Mover
Series-A-0144,B,Accessories,Accessories,Vendor-001,12,1664.8,1800.0,1248.0,416.79999999999995,0.25036040365209034,0.6173913043478261,Medium Mover
Series-A-0145,A,Accessories,Accessories,Vendor-001,4,275.01,300.0,300.0,-24.99000000000001,-0.0908694229300753,0.3739130434782609,Medium Mover
Series-A-0146,C,Accessories,Accessories,Vendor-001,1,63.6,75.0,52.0,11.600000000000001,0.18238993710691825,0.008695652173913044,Dead Stock
Series-A-0146,B,Accessories,Accessories,Vendor-001,12,852.86,900.0,900.0,-47.139999999999986,-0.05527284665713011,0.6173913043478261,Medium Mover
Series-A-0147,B,Accessories,Accessories,Vendor-001,5,1222.29,1250.0,1250.0,-27.710000000000036,-0.02267056099616297,0.4260869565217391,Medium Mover
Series-A-0148,B,Accessories,Accessories,Vendor-001,2,49.79,50.0,50.0,-0.21000000000000085,-0.004217714400482042,0.1826086956521739,Slow Mover
Series-A-0149,B,Accessories,Accessories,Vendor-001,1,205.81,229.0,229.0,-23.189999999999998,-0.11267674068315435,0.008695652173913044,Dead Stock
Series-A-0150,B,Accessories,Accessories,Vendor-001,5,253.57,300.0,170.0,83.57,0.32957368773908585,0.4260869565217391,Medium Mover
Series-A-0151,B,Accessories,Accessories,Vendor-001,1,50.75,60.0,27.9,22.85,0.45024630541871924,0.008695652173913044,Dead Stock
Series-A-0152,B,Accessories,Accessories,Vendor-001,2,104.69,120.0,59.32,45.37,0.4333747253796924,0.1826086956521739,Slow Mover
Series-A-0153,B,Accessories,Accessories,Vendor-001,2,101.01,110.0,45.0,56.010000000000005,0.5544995544995546,0.1826086956521739,Slow Mover
Series-A-0154,C,Accessories,Accessories,Vendor-001,3,15.69,18.0,11.1,4.59,0.2925430210325048,0.2956521739130435,Slow Mover
Series-A-0154,A,Accessories,Accessories,Vendor-001,62,343.72,372.0,229.4,114.32000000000002,0.3325962993133947,0.8739130434782608,Fast Mover
Series-A-0154,B,Accessories,Accessories,Vendor-001,166,928.57,996.0,614.2,314.37,0.33855282854281316,0.9695652173913043,Fast Mover
Series-A-0155,B,Accessories,Accessories,Vendor-001,4,108.56,120.0,120.0,-11.439999999999998,-0.10537951363301398,0.3739130434782609,Medium Mover
Series-A-0156,B,Accessories,Accessories,Vendor-001,104,196.28,206.96,69.04,127.24,0.6482575911962503,0.9478260869565217,Fast Mover
Series-A-0157,B,Accessories,Accessories,Vendor-001,59,107.6,117.41,36.58,71.02,0.6600371747211896,0.8695652173913043,Fast Mover
Series-A-0157,C,Accessories,Accessories,Vendor-001,3,5.91,5.97,1.86,4.05,0.6852791878172588,0.2956521739130435,Slow Mover
Series-A-0158,A,Accessories,Accessories,Vendor-001,25,46.69,50.0,38.5,8.189999999999998,0.17541229385307341,0.7521739130434782,Fast Mover
